y,treatment,mediator
-0.7347544499558476,0,-0.3357984872020391
0.2519623849252625,0,0.17035191007889677
0.24325437369840766,0,0.20960093070890295
1.207608790657973,1,-0.025823759499762178
-0.06557264917779018,0,-0.06941195068398187
-0.007902912542989471,0,0.06517420265474809
1.8862694423417892,1,0.6847365185673856
0.2613019236857585,0,0.1314545607809952
0.25485936292065875,0,-0.07597893480308543
1.6780415369573105,1,0.7198936589441141
2.1494851197977103,1,0.3633848138915685
-0.17649061890027906,0,-0.18863721754988375
0.22141006134031097,0,0.3671907194926362
1.9789284457748393,1,1.2822298337305533
1.4627741578097957,1,0.09761959650312185
0.1157430745077184,0,0.15423001228651934
0.06672642723699779,0,0.06739515939682923
2.1425619306846437,1,1.0449447525046553
1.7429062801112587,1,0.5664530575271888
1.6662387997542922,1,0.28619624773603375
-0.06492051822179112,0,-0.021117777314829823
1.7798552105724643,1,0.49476725648544767
-0.061874763625968054,0,-0.05427244921564989
-0.1415563961891962,0,0.1039562116527677
0.09963163178977091,0,-0.20356583181996438
2.1299760303690176,1,1.0792423486639477
1.393991946947577,1,0.6198513096240263
2.1673707421170545,1,0.5140487259803671
2.2461679845401115,1,0.8628421235714112
1.717556684387908,1,0.8166607226904378
1.945430524744597,1,0.34304961555500424
1.9765298105060614,1,1.046842762959022
-0.30294611809978533,0,-0.05490028050278252
-0.18306495506602777,0,0.04635242137821945
1.988463223190765,1,0.8548109511145858
-0.08842611474917852,0,-0.19190887409948598
1.34556056848454,1,0.4524585183057479
2.322604801908901,1,0.9614244812096265
-0.11007910827375839,0,-0.0433088676735039
2.021909336650276,1,0.05456379527574956
2.2828881443211144,1,0.37916915295438114
-0.48594955479883556,0,-0.21713797939179438
-0.27271525835692967,0,-0.38725439248976995
-0.2404576344647148,0,-0.2378963361640073
1.6128534259862572,1,0.41355045818732994
-0.04190011132508975,0,0.004512576971399045
2.569853046456843,1,0.7617952887864932
1.9270000915722012,1,0.7639844209466439
1.949551587227932,1,0.673164279401447
0.11187358030937039,0,0.11551795858990183
0.2796608825607878,0,0.24497138034999988
0.34144217442311053,0,0.027019042347986418
-0.6476583847829369,0,-0.28932527896766114
1.9158641413864994,1,0.4498806622419117
1.9288938588683664,1,0.6326954703774789
-0.02056707729554988,0,-0.15285301057076883
-0.2124407958911581,0,-0.07999747781856237
1.6944608327914192,1,0.716263304106044
0.1560076199344864,0,0.010440517371288378
1.9732088369284502,1,0.28712802010214955
1.7589599539535066,1,0.13253825282451878
1.8023646182341686,1,0.6479099791376145
2.0403937252680096,1,0.5208559197729122
-0.3050678388437228,0,-0.0009764306042431533
1.8205975451070548,1,0.5243481529498062
1.4203828692124838,1,0.1963620074899941
0.22636876264194164,0,-0.037076293992938776
-0.10334654285293272,0,-0.002209860517153294
1.4706512137600156,1,0.5944984812235695
1.5956448435448225,1,0.3913787665375421
2.060761680534383,1,1.0303318084642124
2.2847578589394044,1,0.44337638439445326
1.7630915285550388,1,0.2687355210328775
2.2650945075527744,1,1.244419106112622
-0.831529389185159,0,-0.20155143948693854
1.804028279437342,1,0.6224910591718853
0.1216680048878126,0,-0.03402803648294779
-0.3136286986609519,0,-0.08722206875717459
0.14142735416814675,0,0.09929743400966753
-0.22841653965990896,0,-0.19122672238039826
1.984335159170031,1,0.5548383125100603
0.4274717747015705,0,0.2255263016163879
-0.14960267813508163,0,-0.024746719694462734
0.36806618645135103,0,0.1845829474384247
2.0631779279536975,1,0.47981054940655626
1.6321766790558558,1,0.7167581984907578
2.100549728742831,1,0.29770108677333446
1.8558218216298,1,0.530646568545154
1.9581964586210319,1,1.0572303585788827
-0.3467552446324221,0,0.1806561186797584
0.13397590908389462,0,-0.08901350882425124
0.3088102393723996,0,0.018483848871475354
-0.038007616932304145,0,0.1835193172368424
0.06876491183514583,0,0.22399359550363673
0.2782652945335259,0,0.35137756374946966
1.9686527257021667,1,0.9163832950201799
-0.30921424806004627,0,-0.16569520257397435
-0.21860272760710503,0,0.08647295863830179
-0.04788364421312878,0,-0.01958863592238843
2.2167648532372852,1,0.3437771271484691
