y,treatment,treatment_confounding,confounder
-0.9771480881260519,0,0.5321713501098997,0.462115453045099
2.3845330296552136,0,0.17161312950691307,0.14902169963527148
2.116869962422054,1,1.371725683551086,0.32279111347733136
4.033396285267783,1,1.4573136143371652,0.3971121106565925
2.5596325748260638,1,0.9586939593613988,-0.035868446655883596
0.9568436725831854,0,0.0022597533966759766,0.0019622758054515083
0.3045038096070589,0,0.27514266056692616,0.2389224358163239
1.2906617598720007,1,1.0423767573962426,0.03679821252816922
0.3473797039781781,1,0.8089670300063623,-0.16588508091788481
0.31434588182943046,0,0.24930832009652318,0.21648896970031417
2.34890942454313,1,1.3740779239351577,0.32483370113360355
2.524996623577924,1,1.46231200365359,0.4014525039208643
2.514629229408345,1,1.3227445188705609,0.28025790851929827
1.8012594616247242,1,0.9326593393365965,-0.05847582720189373
-1.1372238531297296,0,0.04034434267765049,0.035033348169605565
-0.29928933428759574,1,0.45676583239755875,-0.47172194335402917
0.6687741360068828,0,0.1661222150422775,0.1442536180297267
0.03059705597898732,0,0.33198149233714863,0.28827891186229343
0.4064799714236438,0,-0.2052485500935407,-0.17822929906643584
1.5616097498662946,1,0.8836942829994816,-0.10099504434489062
0.2382492691430407,1,0.3914718203734563,-0.528420546052989
1.6801985180889494,1,0.9708445234582221,-0.02531740246457655
3.0442997014995967,0,0.4503399503717633,0.39105647109221076
2.2848677312360772,0,0.491006001707775,0.42636917767217875
2.171081752301923,0,0.3632599928862892,0.31543986002091284
2.4979434456404044,1,1.1870153201043938,0.162396320956716
3.293789769734407,1,0.8537412994190708,-0.1270049687319427
2.736294007411077,0,0.2967075516861487,0.2576484897975647
2.0440607413247633,1,1.209591489733012,0.18200052710910927
2.1259217645985777,1,1.0099779645974023,0.008664449203145451
-0.7248667497815466,1,0.625016819332304,-0.32561978840604444
-0.12470253352026398,0,0.02170467691447365,0.018847438148367368
2.219676647638631,1,0.8175955307600202,-0.15839244995597143
0.44913976906498243,0,0.08998138876188315,0.07813609324278294
-2.3208300273173506,0,-0.4549961031168277,-0.3950996803607824
-0.8053985136566351,0,-0.17438193163815494,-0.15142601217672422
2.8976658723405517,1,1.188359073183886,0.16356318020793656
3.361504013993943,1,1.2430029957084234,0.21101368841055426
0.3286519399409434,0,-0.11985599361447113,-0.10407795680448352
1.0363414092010301,1,1.13768190690071,0.119557238040709
0.17346449224354277,0,-0.24384688835164606,-0.2117464896616244
2.6828296624774457,1,1.208443883732258,0.1810039938180063
-0.31430833575587946,0,-0.10101299538325541,-0.0877154813300935
-0.47112653853043784,0,-0.2668427370811863,-0.23171512767946115
0.022358188873853435,0,-0.34096127802531273,-0.2960765840418967
1.136129948123611,1,0.6010853332681967,-0.3464008949467734
0.7063576337438319,0,0.07790030785697116,0.06764538536364782
-0.5191346309890529,0,-0.24208228444067373,-0.2102141810629076
0.5492096736583284,0,0.312628967835842,0.27147398497992586
0.6670446183134964,1,0.8780926323206801,-0.10585928467030487
